Plate,Well,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Experimental Condition [Parasite Line],Compound 1 Name,Compound 1 InChIKey,Compound 1 PubChem CID,Compound 1 Concentration (uM),Compound 1 Mechanism of Action (MoA),Compound 2 Name,Compound 2 InChIKey,Compound 2 PubChem CID,Compound 2 Concentration (uM),Compound 2 Mechanism of Action (MoA),Control Type,Channels,Comment [Image File Path]
190206,B2,Plasmodium falciparum 3D7,NCBITaxon,36329,Modified to express cytosolic superfolded GFP,DMSO,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,679,,,,,,,,negative,BF:Brightfield; DAPI:DNA; GFP:Cytosolic GFP; Cy3:Red Blood Cell; Cy5:Mitochondria,190206_asexual_withGFP/NDExp_WellB02_Point0000_Seq0000.nd2
190306,D3,Plasmodium falciparum 3D7,NCBITaxon,36329,Modified to express cytosolic superfolded GFP,DMSO,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,679,,,,,,,,negative,BF:Brightfield; DAPI:DNA; GFP:Cytosolic GFP; Cy3:Red Blood Cell; Cy5:Mitochondria,190306_asexual_withGFP/NDExp_WellD03_Point0000_Seq0000.nd2
190306,D4,Plasmodium falciparum 3D7,NCBITaxon,36329,Modified to express cytosolic superfolded GFP,DMSO,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,679,,,,,,,,negative,BF:Brightfield; DAPI:DNA; GFP:Cytosolic GFP; Cy3:Red Blood Cell; Cy5:Mitochondria,190306_asexual_withGFP/NDExp_WellD04_Point0000_Seq0032.nd2
190306,D5,Plasmodium falciparum 3D7,NCBITaxon,36329,Modified to express cytosolic superfolded GFP,DMSO,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,679,,,,,,,,negative,BF:Brightfield; DAPI:DNA; GFP:Cytosolic GFP; Cy3:Red Blood Cell; Cy5:Mitochondria,190306_asexual_withGFP/NDExp_WellD05_Point0000_Seq0064.nd2
190313,A5,Plasmodium falciparum 3D7,NCBITaxon,36329,Modified to express cytosolic superfolded GFP,DMSO,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,679,,,,,,,,negative,BF:Brightfield; DAPI:DNA; GFP:Cytosolic GFP; Cy3:Red Blood Cell; Cy5:Mitochondria,190313_asexual_withGFP/NDExp_WellA05_Point0000_Seq0000.nd2
190313,A6,Plasmodium falciparum 3D7,NCBITaxon,36329,Modified to express cytosolic superfolded GFP,DMSO,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,679,,,,,,,,negative,BF:Brightfield; DAPI:DNA; GFP:Cytosolic GFP; Cy3:Red Blood Cell; Cy5:Mitochondria,190313_asexual_withGFP/NDExp_WellA06_Point0000_Seq0032.nd2
190313,A7,Plasmodium falciparum 3D7,NCBITaxon,36329,Modified to express cytosolic superfolded GFP,DMSO,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,679,,,,,,,,negative,BF:Brightfield; DAPI:DNA; GFP:Cytosolic GFP; Cy3:Red Blood Cell; Cy5:Mitochondria,190313_asexual_withGFP/NDExp_WellA07_Point0000_Seq0064.nd2
190313,B2,Plasmodium falciparum 3D7,NCBITaxon,36329,Modified to express cytosolic superfolded GFP,DMSO,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,679,,,,,,,,negative,BF:Brightfield; DAPI:DNA; GFP:Cytosolic GFP; Cy3:Red Blood Cell; Cy5:Mitochondria,190313_asexual_withGFP/NDExp_WellB02_Point0000_Seq0384.nd2
190313,B3,Plasmodium falciparum 3D7,NCBITaxon,36329,Modified to express cytosolic superfolded GFP,DMSO,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,679,,,,,,,,negative,BF:Brightfield; DAPI:DNA; GFP:Cytosolic GFP; Cy3:Red Blood Cell; Cy5:Mitochondria,190313_asexual_withGFP/NDExp_WellB03_Point0000_Seq0352.nd2
190313,B4,Plasmodium falciparum 3D7,NCBITaxon,36329,Modified to express cytosolic superfolded GFP,DMSO,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,679,,,,,,,,negative,BF:Brightfield; DAPI:DNA; GFP:Cytosolic GFP; Cy3:Red Blood Cell; Cy5:Mitochondria,190313_asexual_withGFP/NDExp_WellB04_Point0000_Seq0320.nd2
190313,B5,Plasmodium falciparum 3D7,NCBITaxon,36329,Modified to express cytosolic superfolded GFP,DMSO,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,679,,,,,,,,negative,BF:Brightfield; DAPI:DNA; GFP:Cytosolic GFP; Cy3:Red Blood Cell; Cy5:Mitochondria,190313_asexual_withGFP/NDExp_WellB05_Point0000_Seq0288.nd2
190313,B6,Plasmodium falciparum 3D7,NCBITaxon,36329,Modified to express cytosolic superfolded GFP,DMSO,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,679,,,,,,,,negative,BF:Brightfield; DAPI:DNA; GFP:Cytosolic GFP; Cy3:Red Blood Cell; Cy5:Mitochondria,190313_asexual_withGFP/NDExp_WellB06_Point0000_Seq0256.nd2
190313,B7,Plasmodium falciparum 3D7,NCBITaxon,36329,Modified to express cytosolic superfolded GFP,DMSO,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,679,,,,,,,,negative,BF:Brightfield; DAPI:DNA; GFP:Cytosolic GFP; Cy3:Red Blood Cell; Cy5:Mitochondria,190313_asexual_withGFP/NDExp_WellB07_Point0000_Seq0224.nd2
190313,B8,Plasmodium falciparum 3D7,NCBITaxon,36329,Modified to express cytosolic superfolded GFP,DMSO,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,679,,,,,,,,negative,BF:Brightfield; DAPI:DNA; GFP:Cytosolic GFP; Cy3:Red Blood Cell; Cy5:Mitochondria,190313_asexual_withGFP/NDExp_WellB08_Point0000_Seq0192.nd2
190313,B9,Plasmodium falciparum 3D7,NCBITaxon,36329,Modified to express cytosolic superfolded GFP,DMSO,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,679,,,,,,,,negative,BF:Brightfield; DAPI:DNA; GFP:Cytosolic GFP; Cy3:Red Blood Cell; Cy5:Mitochondria,190313_asexual_withGFP/NDExp_WellB09_Point0000_Seq0160.nd2
190313,B10,Plasmodium falciparum 3D7,NCBITaxon,36329,Modified to express cytosolic superfolded GFP,DMSO,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,679,,,,,,,,negative,BF:Brightfield; DAPI:DNA; GFP:Cytosolic GFP; Cy3:Red Blood Cell; Cy5:Mitochondria,190313_asexual_withGFP/NDExp_WellB10_Point0000_Seq0128.nd2
190313,B11,Plasmodium falciparum 3D7,NCBITaxon,36329,Modified to express cytosolic superfolded GFP,DMSO,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,679,,,,,,,,negative,BF:Brightfield; DAPI:DNA; GFP:Cytosolic GFP; Cy3:Red Blood Cell; Cy5:Mitochondria,190313_asexual_withGFP/NDExp_WellB11_Point0000_Seq0096.nd2
190313,C2,Plasmodium falciparum 3D7,NCBITaxon,36329,Modified to express cytosolic superfolded GFP,DMSO,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,679,,,,,,,,negative,BF:Brightfield; DAPI:DNA; GFP:Cytosolic GFP; Cy3:Red Blood Cell; Cy5:Mitochondria,190313_asexual_withGFP/NDExp_WellC02_Point0000_Seq0416.nd2
190313,C7,Plasmodium falciparum 3D7,NCBITaxon,36329,Modified to express cytosolic superfolded GFP,DMSO,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,679,,,,,,,,negative,BF:Brightfield; DAPI:DNA; GFP:Cytosolic GFP; Cy3:Red Blood Cell; Cy5:Mitochondria,190313_asexual_withGFP/NDExp_WellC07_Point0000_Seq0576.nd2
190313,D2,Plasmodium falciparum 3D7,NCBITaxon,36329,Modified to express cytosolic superfolded GFP,DMSO,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,679,,,,,,,,negative,BF:Brightfield; DAPI:DNA; GFP:Cytosolic GFP; Cy3:Red Blood Cell; Cy5:Mitochondria,190313_asexual_withGFP/NDExp_WellD02_Point0000_Seq1024.nd2
190313,D7,Plasmodium falciparum 3D7,NCBITaxon,36329,Modified to express cytosolic superfolded GFP,DMSO,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,679,,,,,,,,negative,BF:Brightfield; DAPI:DNA; GFP:Cytosolic GFP; Cy3:Red Blood Cell; Cy5:Mitochondria,190313_asexual_withGFP/NDExp_WellD07_Point0000_Seq0864.nd2
190313,E2,Plasmodium falciparum 3D7,NCBITaxon,36329,Modified to express cytosolic superfolded GFP,DMSO,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,679,,,,,,,,negative,BF:Brightfield; DAPI:DNA; GFP:Cytosolic GFP; Cy3:Red Blood Cell; Cy5:Mitochondria,190313_asexual_withGFP/NDExp_WellE02_Point0000_Seq1056.nd2
190313,E7,Plasmodium falciparum 3D7,NCBITaxon,36329,Modified to express cytosolic superfolded GFP,DMSO,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,679,,,,,,,,negative,BF:Brightfield; DAPI:DNA; GFP:Cytosolic GFP; Cy3:Red Blood Cell; Cy5:Mitochondria,190313_asexual_withGFP/NDExp_WellE07_Point0000_Seq0064.nd2
190313,F2,Plasmodium falciparum 3D7,NCBITaxon,36329,Modified to express cytosolic superfolded GFP,DMSO,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,679,,,,,,,,negative,BF:Brightfield; DAPI:DNA; GFP:Cytosolic GFP; Cy3:Red Blood Cell; Cy5:Mitochondria,190313_asexual_withGFP/NDExp_WellF02_Point0000_Seq0512.nd2
190313,F7,Plasmodium falciparum 3D7,NCBITaxon,36329,Modified to express cytosolic superfolded GFP,DMSO,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,679,,,,,,,,negative,BF:Brightfield; DAPI:DNA; GFP:Cytosolic GFP; Cy3:Red Blood Cell; Cy5:Mitochondria,190313_asexual_withGFP/NDExp_WellF07_Point0000_Seq0352.nd2
190313,G2,Plasmodium falciparum 3D7,NCBITaxon,36329,Modified to express cytosolic superfolded GFP,DMSO,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,679,,,,,,,,negative,BF:Brightfield; DAPI:DNA; GFP:Cytosolic GFP; Cy3:Red Blood Cell; Cy5:Mitochondria,190313_asexual_withGFP/NDExp_WellG02_Point0000_Seq0544.nd2
190313,G7,Plasmodium falciparum 3D7,NCBITaxon,36329,Modified to express cytosolic superfolded GFP,DMSO,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,679,,,,,,,,negative,BF:Brightfield; DAPI:DNA; GFP:Cytosolic GFP; Cy3:Red Blood Cell; Cy5:Mitochondria,190313_asexual_withGFP/NDExp_WellG07_Point0000_Seq0704.nd2
190322,A5,Plasmodium falciparum 3D7,NCBITaxon,36329,Modified to express cytosolic superfolded GFP,DMSO,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,679,,,,,,,,negative,BF:Brightfield; DAPI:DNA; GFP:Cytosolic GFP; Cy3:Red Blood Cell; Cy5:Mitochondria,190322_asexual_withGFP/NDExp_WellA05_Point0000_Seq0000.nd2
190322,A6,Plasmodium falciparum 3D7,NCBITaxon,36329,Modified to express cytosolic superfolded GFP,DMSO,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,679,,,,,,,,negative,BF:Brightfield; DAPI:DNA; GFP:Cytosolic GFP; Cy3:Red Blood Cell; Cy5:Mitochondria,190322_asexual_withGFP/NDExp_WellA06_Point0000_Seq0032.nd2
190322,A7,Plasmodium falciparum 3D7,NCBITaxon,36329,Modified to express cytosolic superfolded GFP,DMSO,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,679,,,,,,,,negative,BF:Brightfield; DAPI:DNA; GFP:Cytosolic GFP; Cy3:Red Blood Cell; Cy5:Mitochondria,190322_asexual_withGFP/NDExp_WellA07_Point0000_Seq0064.nd2
190322,B2,Plasmodium falciparum 3D7,NCBITaxon,36329,Modified to express cytosolic superfolded GFP,DMSO,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,679,,,,,,,,negative,BF:Brightfield; DAPI:DNA; GFP:Cytosolic GFP; Cy3:Red Blood Cell; Cy5:Mitochondria,190322_asexual_withGFP/NDExp_WellB02_Point0000_Seq0384.nd2
190322,B3,Plasmodium falciparum 3D7,NCBITaxon,36329,Modified to express cytosolic superfolded GFP,DMSO,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,679,,,,,,,,negative,BF:Brightfield; DAPI:DNA; GFP:Cytosolic GFP; Cy3:Red Blood Cell; Cy5:Mitochondria,190322_asexual_withGFP/NDExp_WellB03_Point0000_Seq0352.nd2
190322,B4,Plasmodium falciparum 3D7,NCBITaxon,36329,Modified to express cytosolic superfolded GFP,DMSO,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,679,,,,,,,,negative,BF:Brightfield; DAPI:DNA; GFP:Cytosolic GFP; Cy3:Red Blood Cell; Cy5:Mitochondria,190322_asexual_withGFP/NDExp_WellB04_Point0000_Seq0320.nd2
190322,B5,Plasmodium falciparum 3D7,NCBITaxon,36329,Modified to express cytosolic superfolded GFP,DMSO,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,679,,,,,,,,negative,BF:Brightfield; DAPI:DNA; GFP:Cytosolic GFP; Cy3:Red Blood Cell; Cy5:Mitochondria,190322_asexual_withGFP/NDExp_WellB05_Point0000_Seq0288.nd2
190322,B6,Plasmodium falciparum 3D7,NCBITaxon,36329,Modified to express cytosolic superfolded GFP,DMSO,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,679,,,,,,,,negative,BF:Brightfield; DAPI:DNA; GFP:Cytosolic GFP; Cy3:Red Blood Cell; Cy5:Mitochondria,190322_asexual_withGFP/NDExp_WellB06_Point0000_Seq0256.nd2
190322,B7,Plasmodium falciparum 3D7,NCBITaxon,36329,Modified to express cytosolic superfolded GFP,DMSO,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,679,,,,,,,,negative,BF:Brightfield; DAPI:DNA; GFP:Cytosolic GFP; Cy3:Red Blood Cell; Cy5:Mitochondria,190322_asexual_withGFP/NDExp_WellB07_Point0000_Seq0224.nd2
190322,B8,Plasmodium falciparum 3D7,NCBITaxon,36329,Modified to express cytosolic superfolded GFP,DMSO,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,679,,,,,,,,negative,BF:Brightfield; DAPI:DNA; GFP:Cytosolic GFP; Cy3:Red Blood Cell; Cy5:Mitochondria,190322_asexual_withGFP/NDExp_WellB08_Point0000_Seq0192.nd2
190322,B9,Plasmodium falciparum 3D7,NCBITaxon,36329,Modified to express cytosolic superfolded GFP,DMSO,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,679,,,,,,,,negative,BF:Brightfield; DAPI:DNA; GFP:Cytosolic GFP; Cy3:Red Blood Cell; Cy5:Mitochondria,190322_asexual_withGFP/NDExp_WellB09_Point0000_Seq0160.nd2
190322,B10,Plasmodium falciparum 3D7,NCBITaxon,36329,Modified to express cytosolic superfolded GFP,DMSO,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,679,,,,,,,,negative,BF:Brightfield; DAPI:DNA; GFP:Cytosolic GFP; Cy3:Red Blood Cell; Cy5:Mitochondria,190322_asexual_withGFP/NDExp_WellB10_Point0000_Seq0128.nd2
190322,B11,Plasmodium falciparum 3D7,NCBITaxon,36329,Modified to express cytosolic superfolded GFP,DMSO,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,679,,,,,,,,negative,BF:Brightfield; DAPI:DNA; GFP:Cytosolic GFP; Cy3:Red Blood Cell; Cy5:Mitochondria,190322_asexual_withGFP/NDExp_WellB11_Point0000_Seq0096.nd2
190322,C2,Plasmodium falciparum 3D7,NCBITaxon,36329,Modified to express cytosolic superfolded GFP,DMSO,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,679,,,,,,,,negative,BF:Brightfield; DAPI:DNA; GFP:Cytosolic GFP; Cy3:Red Blood Cell; Cy5:Mitochondria,190322_asexual_withGFP/NDExp_WellC02_Point0000_Seq0416.nd2
190322,C7,Plasmodium falciparum 3D7,NCBITaxon,36329,Modified to express cytosolic superfolded GFP,DMSO,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,679,,,,,,,,negative,BF:Brightfield; DAPI:DNA; GFP:Cytosolic GFP; Cy3:Red Blood Cell; Cy5:Mitochondria,190322_asexual_withGFP/NDExp_WellC07_Point0000_Seq0576.nd2
190322,D2,Plasmodium falciparum 3D7,NCBITaxon,36329,Modified to express cytosolic superfolded GFP,DMSO,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,679,,,,,,,,negative,BF:Brightfield; DAPI:DNA; GFP:Cytosolic GFP; Cy3:Red Blood Cell; Cy5:Mitochondria,190322_asexual_withGFP/NDExp_WellD02_Point0000_Seq1024.nd2
190322,D7,Plasmodium falciparum 3D7,NCBITaxon,36329,Modified to express cytosolic superfolded GFP,DMSO,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,679,,,,,,,,negative,BF:Brightfield; DAPI:DNA; GFP:Cytosolic GFP; Cy3:Red Blood Cell; Cy5:Mitochondria,190322_asexual_withGFP/NDExp_WellD07_Point0000_Seq0864.nd2
190322,E2,Plasmodium falciparum 3D7,NCBITaxon,36329,Modified to express cytosolic superfolded GFP,DMSO,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,679,,,,,,,,negative,BF:Brightfield; DAPI:DNA; GFP:Cytosolic GFP; Cy3:Red Blood Cell; Cy5:Mitochondria,190322_asexual_withGFP/NDExp_WellE02_Point0000_Seq1056.nd2
190322,E7,Plasmodium falciparum 3D7,NCBITaxon,36329,Modified to express cytosolic superfolded GFP,DMSO,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,679,,,,,,,,negative,BF:Brightfield; DAPI:DNA; GFP:Cytosolic GFP; Cy3:Red Blood Cell; Cy5:Mitochondria,190322_asexual_withGFP/NDExp_WellE07_Point0000_Seq1216.nd2
190322,F2,Plasmodium falciparum 3D7,NCBITaxon,36329,Modified to express cytosolic superfolded GFP,DMSO,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,679,,,,,,,,negative,BF:Brightfield; DAPI:DNA; GFP:Cytosolic GFP; Cy3:Red Blood Cell; Cy5:Mitochondria,190322_asexual_withGFP/NDExp_WellF02_Point0000_Seq1664.nd2
190322,F7,Plasmodium falciparum 3D7,NCBITaxon,36329,Modified to express cytosolic superfolded GFP,DMSO,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,679,,,,,,,,negative,BF:Brightfield; DAPI:DNA; GFP:Cytosolic GFP; Cy3:Red Blood Cell; Cy5:Mitochondria,190322_asexual_withGFP/NDExp_WellF07_Point0000_Seq1504.nd2
190322,G2,Plasmodium falciparum 3D7,NCBITaxon,36329,Modified to express cytosolic superfolded GFP,DMSO,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,679,,,,,,,,negative,BF:Brightfield; DAPI:DNA; GFP:Cytosolic GFP; Cy3:Red Blood Cell; Cy5:Mitochondria,190322_asexual_withGFP/NDExp_WellG02_Point0000_Seq1696.nd2
190322,G7,Plasmodium falciparum 3D7,NCBITaxon,36329,Modified to express cytosolic superfolded GFP,DMSO,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,679,,,,,,,,negative,BF:Brightfield; DAPI:DNA; GFP:Cytosolic GFP; Cy3:Red Blood Cell; Cy5:Mitochondria,190322_asexual_withGFP/NDExp_WellG07_Point0000_Seq1856.nd2
190327,A5,Plasmodium falciparum 3D7,NCBITaxon,36329,Modified to express cytosolic superfolded GFP,DMSO,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,679,,,,,,,,negative,BF:Brightfield; DAPI:DNA; GFP:Cytosolic GFP; Cy3:Red Blood Cell; Cy5:Mitochondria,190327_asexual_withGFP/NDExp_WellA05_Point0000_Seq0000.nd2
190327,A6,Plasmodium falciparum 3D7,NCBITaxon,36329,Modified to express cytosolic superfolded GFP,DMSO,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,679,,,,,,,,negative,BF:Brightfield; DAPI:DNA; GFP:Cytosolic GFP; Cy3:Red Blood Cell; Cy5:Mitochondria,190327_asexual_withGFP/NDExp_WellA06_Point0000_Seq0032.nd2
190327,A7,Plasmodium falciparum 3D7,NCBITaxon,36329,Modified to express cytosolic superfolded GFP,DMSO,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,679,,,,,,,,negative,BF:Brightfield; DAPI:DNA; GFP:Cytosolic GFP; Cy3:Red Blood Cell; Cy5:Mitochondria,190327_asexual_withGFP/NDExp_WellA07_Point0000_Seq0064.nd2
190327,B2,Plasmodium falciparum 3D7,NCBITaxon,36329,Modified to express cytosolic superfolded GFP,DMSO,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,679,,,,,,,,negative,BF:Brightfield; DAPI:DNA; GFP:Cytosolic GFP; Cy3:Red Blood Cell; Cy5:Mitochondria,190327_asexual_withGFP/NDExp_WellB02_Point0000_Seq0384.nd2
190327,B3,Plasmodium falciparum 3D7,NCBITaxon,36329,Modified to express cytosolic superfolded GFP,DMSO,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,679,,,,,,,,negative,BF:Brightfield; DAPI:DNA; GFP:Cytosolic GFP; Cy3:Red Blood Cell; Cy5:Mitochondria,190327_asexual_withGFP/NDExp_WellB03_Point0000_Seq0352.nd2
190327,B4,Plasmodium falciparum 3D7,NCBITaxon,36329,Modified to express cytosolic superfolded GFP,DMSO,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,679,,,,,,,,negative,BF:Brightfield; DAPI:DNA; GFP:Cytosolic GFP; Cy3:Red Blood Cell; Cy5:Mitochondria,190327_asexual_withGFP/NDExp_WellB04_Point0000_Seq0320.nd2
190327,B5,Plasmodium falciparum 3D7,NCBITaxon,36329,Modified to express cytosolic superfolded GFP,DMSO,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,679,,,,,,,,negative,BF:Brightfield; DAPI:DNA; GFP:Cytosolic GFP; Cy3:Red Blood Cell; Cy5:Mitochondria,190327_asexual_withGFP/NDExp_WellB05_Point0000_Seq0288.nd2
190327,B6,Plasmodium falciparum 3D7,NCBITaxon,36329,Modified to express cytosolic superfolded GFP,DMSO,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,679,,,,,,,,negative,BF:Brightfield; DAPI:DNA; GFP:Cytosolic GFP; Cy3:Red Blood Cell; Cy5:Mitochondria,190327_asexual_withGFP/NDExp_WellB06_Point0000_Seq0256.nd2
190327,B7,Plasmodium falciparum 3D7,NCBITaxon,36329,Modified to express cytosolic superfolded GFP,DMSO,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,679,,,,,,,,negative,BF:Brightfield; DAPI:DNA; GFP:Cytosolic GFP; Cy3:Red Blood Cell; Cy5:Mitochondria,190327_asexual_withGFP/NDExp_WellB07_Point0000_Seq0224.nd2
190327,B8,Plasmodium falciparum 3D7,NCBITaxon,36329,Modified to express cytosolic superfolded GFP,DMSO,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,679,,,,,,,,negative,BF:Brightfield; DAPI:DNA; GFP:Cytosolic GFP; Cy3:Red Blood Cell; Cy5:Mitochondria,190327_asexual_withGFP/NDExp_WellB08_Point0000_Seq0192.nd2
190327,B9,Plasmodium falciparum 3D7,NCBITaxon,36329,Modified to express cytosolic superfolded GFP,DMSO,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,679,,,,,,,,negative,BF:Brightfield; DAPI:DNA; GFP:Cytosolic GFP; Cy3:Red Blood Cell; Cy5:Mitochondria,190327_asexual_withGFP/NDExp_WellB09_Point0000_Seq0160.nd2
190327,B10,Plasmodium falciparum 3D7,NCBITaxon,36329,Modified to express cytosolic superfolded GFP,DMSO,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,679,,,,,,,,negative,BF:Brightfield; DAPI:DNA; GFP:Cytosolic GFP; Cy3:Red Blood Cell; Cy5:Mitochondria,190327_asexual_withGFP/NDExp_WellB10_Point0000_Seq0128.nd2
190327,B11,Plasmodium falciparum 3D7,NCBITaxon,36329,Modified to express cytosolic superfolded GFP,DMSO,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,679,,,,,,,,negative,BF:Brightfield; DAPI:DNA; GFP:Cytosolic GFP; Cy3:Red Blood Cell; Cy5:Mitochondria,190327_asexual_withGFP/NDExp_WellB11_Point0000_Seq0096.nd2
190327,C2,Plasmodium falciparum 3D7,NCBITaxon,36329,Modified to express cytosolic superfolded GFP,DMSO,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,679,,,,,,,,negative,BF:Brightfield; DAPI:DNA; GFP:Cytosolic GFP; Cy3:Red Blood Cell; Cy5:Mitochondria,190327_asexual_withGFP/NDExp_WellC02_Point0000_Seq0416.nd2
190327,C7,Plasmodium falciparum 3D7,NCBITaxon,36329,Modified to express cytosolic superfolded GFP,DMSO,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,679,,,,,,,,negative,BF:Brightfield; DAPI:DNA; GFP:Cytosolic GFP; Cy3:Red Blood Cell; Cy5:Mitochondria,190327_asexual_withGFP/NDExp_WellC07_Point0000_Seq0576.nd2
190327,D2,Plasmodium falciparum 3D7,NCBITaxon,36329,Modified to express cytosolic superfolded GFP,DMSO,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,679,,,,,,,,negative,BF:Brightfield; DAPI:DNA; GFP:Cytosolic GFP; Cy3:Red Blood Cell; Cy5:Mitochondria,190327_asexual_withGFP/NDExp_WellD02_Point0000_Seq1024.nd2
190327,D7,Plasmodium falciparum 3D7,NCBITaxon,36329,Modified to express cytosolic superfolded GFP,DMSO,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,679,,,,,,,,negative,BF:Brightfield; DAPI:DNA; GFP:Cytosolic GFP; Cy3:Red Blood Cell; Cy5:Mitochondria,190327_asexual_withGFP/NDExp_WellD07_Point0000_Seq0864.nd2
190327,E2,Plasmodium falciparum 3D7,NCBITaxon,36329,Modified to express cytosolic superfolded GFP,DMSO,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,679,,,,,,,,negative,BF:Brightfield; DAPI:DNA; GFP:Cytosolic GFP; Cy3:Red Blood Cell; Cy5:Mitochondria,190327_asexual_withGFP/NDExp_WellE02_Point0000_Seq1056.nd2
190327,E7,Plasmodium falciparum 3D7,NCBITaxon,36329,Modified to express cytosolic superfolded GFP,DMSO,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,679,,,,,,,,negative,BF:Brightfield; DAPI:DNA; GFP:Cytosolic GFP; Cy3:Red Blood Cell; Cy5:Mitochondria,190327_asexual_withGFP/NDExp_WellE07_Point0000_Seq1216.nd2
190327,F2,Plasmodium falciparum 3D7,NCBITaxon,36329,Modified to express cytosolic superfolded GFP,DMSO,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,679,,,,,,,,negative,BF:Brightfield; DAPI:DNA; GFP:Cytosolic GFP; Cy3:Red Blood Cell; Cy5:Mitochondria,190327_asexual_withGFP/NDExp_WellF02_Point0000_Seq1664.nd2
190327,F7,Plasmodium falciparum 3D7,NCBITaxon,36329,Modified to express cytosolic superfolded GFP,DMSO,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,679,,,,,,,,negative,BF:Brightfield; DAPI:DNA; GFP:Cytosolic GFP; Cy3:Red Blood Cell; Cy5:Mitochondria,190327_asexual_withGFP/NDExp_WellF07_Point0000_Seq1504.nd2
190327,G2,Plasmodium falciparum 3D7,NCBITaxon,36329,Modified to express cytosolic superfolded GFP,DMSO,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,679,,,,,,,,negative,BF:Brightfield; DAPI:DNA; GFP:Cytosolic GFP; Cy3:Red Blood Cell; Cy5:Mitochondria,190327_asexual_withGFP/NDExp_WellG02_Point0000_Seq1696.nd2
